"Id","IsDeleted","CurrencyIsoCode","LastActivityDate","SBQQ__Active__c","SBQQ__AdvancedCondition__c","SBQQ__Body__c","SBQQ__ConditionsMet__c","SBQQ__ParentTerm__c","SBQQ__PrintOrder__c","SBQQ__Quote__c","SBQQ__StandardTerm__c","SBQQ__Status__c","SBQQ__TemplateContent__c","SBQQ__Type__c","Section__c","Standard_Demo_Clause__c","Template__c","SBQQ__Locked__c"
"a0i1N0000073Nx8QAE","false","USD",,"true",,"<span style=""font-family: helvetica;"">This document describes the terms and conditions under which Infinity Solutions will perform the Services (“Services”) and provide the Deliverables (“Deliverables”) for {!quote.SBQQ__BillingName__c} as described in a Statement of Work (“SOW”) and together with the SOW and applicable licensing agreement, represents the entire agreement between the parties with regard to the subject matter described in the SOW. Except as modified herein, the terms of the relevant license agreement remain unchanged. If a conflict exists between the license agreement and these terms, these terms shall control any Services provided under a SOW.</span><br> <br><b><span style=""font-family: helvetica;"">1 Payment Terms</span></b><br> <br><b><span style=""font-family: helvetica;"">1.1</span></b><span style=""font-family: helvetica;""> Services; Expenses. {!quote.SBQQ__BillingName__c} shall pay all fees specified in the SOW, plus any actual travel and living expenses incurred in the performance of Services. Prior to the start date of the SOW, {!quote.SBQQ__BillingName__c} shall issue a purchase order equal to the amount specified in the SOW. {!quote.SBQQ__BillingName__c} will be invoiced by Infinity Solutions on a monthly basis. Payment shall be in U.S. dollars and will be due {!quote.SBQQ__PaymentTerms__c} from the date of invoice. Payments made later than the due date will accrue interest from the date due to the date paid at the lesser rate of one percent (1%) per month or the maximum allowed by applicable law. If a payment is late, Infinity Solutions shall be entitled to suspend performance of the Services and, at its option, terminate the SOW on written notice.</span><br> <br><b><span style=""font-family: helvetica;"">2. License Grant </span></b><br><span style=""font-family: helvetica;"">Subject to payment of all applicable fees for Services and Deliverables, Infinity Solutions grants to {!quote.SBQQ__BillingName__c} a nonexclusive, nontransferable, worldwide, perpetual license to reproduce and internally use the Deliverables. All proprietary rights notices must be faithfully reproduced and included on all copies (including any modifications or adaptations allowed by a SOW). Infinity Solutions (and/or its licensors) retains on an exclusive basis all right, title and interest in and to any intellectual property developed, delivered and/or used by Infinity Solutions in the performance of a SOW. This clause shall not affect the ownership of any preexisting materials. Nothing in this document or any related agreement shall restrict or limit or otherwise affect any rights or obligations {!quote.SBQQ__BillingName__c} may have, or conditions to which {!quote.SBQQ__BillingName__c} may be subject, under any applicable open source licenses to any open source code contained in Deliverables or any third-party licenses for third-party Code contained in Deliverables.</span><br> <br> <br> <br><b><span style=""font-family: helvetica;"">3. Performance of Services </span></b><br> <br><b><span style=""font-family: helvetica;"">3.1</span></b><span style=""font-family: helvetica;""> Statements of Work. Consulting or other optional custom Services and related Deliverables provided under a Infinity Solutions licensing agreement must be documented in a statement of work (“Statement of Work” or “SOW”) signed by authorized representatives of both parties. A SOW must include at least the following information: (i) a description of the Services and Deliverables; (ii) the parties’ responsibilities; (iii) the service fees and method of calculation.</span><br> <br><b><span style=""font-family: helvetica;"">3.2 </span></b><span style=""font-family: helvetica;"">Changes . </span><br><span style=""font-family: helvetica;"">Any changes to the obligations of either party, or to any other material aspect of a SOW will require a written change order signed by authorized representatives of both parties that describes the changes and any related cost or schedule adjustments.</span><br> <br><b><span style=""font-family: helvetica;"">3.3</span></b><span style=""font-family: helvetica;""> Acceptance . </span><br><span style=""font-family: helvetica;"">Services will be deemed satisfactory to and accepted by {!quote.SBQQ__BillingName__c} unless within 30 days after submission of Services to {!quote.SBQQ__BillingName__c}, {!quote.SBQQ__BillingName__c} gives Infinity Solutions written notice of aspects in which the Services do not meet the SOW requirements. Upon receipt of such written notice, Infinity Solutions will use commercially reasonable efforts to make such changes as will be required to correct any deficiencies; if Infinity Solutions is unable to correct the Services within a reasonable period of time, Infinity Solutions or {!quote.SBQQ__BillingName__c} may terminate the relevant SOW and Infinity Solutions shall provide a refund of the amount {!quote.SBQQ__BillingName__c} paid for Services Infinity Solutions did not correct.</span><br> <br><br><br><b><span style=""font-family: helvetica;"">4 Warranty Disclaimer </span></b><br> <br><span style=""font-family: helvetica;"">INFINITY SOLUTIONS DISCLAIMS AND EXCLUDES ALL EXPRESS, AND IMPLIED WARRANTIES, REPRESENTATIONS, AND CONDITIONS WITH RESPECT TO THE SERVICES AND ANY DELIVERABLES, INCLUDING IMPLIED WARRANTIES OF MERCHANTABILITY, GOOD TITLE, NONINGRINGEMENT, AND FITNESS FOR A PARTICULAR PURPOSE.</span><br> <br><b><span style=""font-family: helvetica;"">5 Limitation of Liability </span></b><br> <br><span style=""font-family: helvetica;"">The relevant license agreement&#39;s limitations of liability shall apply to Services and Deliverables provided under a SOW, except that INFINITY SOLUTIONS AGGREGATE LIABILITY ARISING OUT OF OR RELATING IN ANY WAY TO THE SERVICES PERFORMED SHALL NOT EXEED THE AMOUNT PAID UNDER A SOW AND ANY AMOUNTS OWED BUT NOT YET PAID.</span><br> <br><b><span style=""font-family: helvetica;"">6 Non-Solicitation/No Hire </span></b><br> <br><span style=""font-family: helvetica;"">During the term of this Agreement and for six (6) months thereafter, {!quote.SBQQ__BillingName__c} agrees not to directly or indirectly solicit or induce any Infinity Solutions personnel or subcontractor who performs services under this Agreement to leave the employment of Infinity Solutions. The foregoing shall not restrict contact with such persons resulting from non-solicited responses to any general advertising or referrals from placement agencies. In addition, {!quote.SBQQ__BillingName__c} agrees not to hire or engage any Infinity Solutions personnel or subcontractor designated to provide on-site support services or consulting services to {!quote.SBQQ__BillingName__c} such as a Primary Support Engineer, Dedicated Support Engineer or consultant (&quot;Designated Provider&quot;) pursuant to this Agreement or any related statement of work or support or consulting engagement. The foregoing no-hire obligation shall terminate six (6) months after the Designated Provider has completed all services for {!quote.SBQQ__BillingName__c}. {!quote.SBQQ__BillingName__c} acknowledges that Designated Providers represent a significant investment in recruitment and training, the loss of which would be detrimental to Infinity Solution&#39;s current and future business and profits. If {!quote.SBQQ__BillingName__c} breaches this provision and hires or engages a Designated Provider to leave the employment of Infinity Solutions, {!quote.SBQQ__BillingName__c} agrees to pay Infinity Solutions as liquidated damages an amount equal to $80,000.</span><br> ","All",,"1.0",,,"Draft","a0t1N00000EecicQAB","Standard",,"false",,"false"
"a0i1N0000073Nx9QAE","false","USD",,"true",,"<b><span style=""font-family: helvetica;"">7 Resource Location(s)</span></b><br> <br><span style=""font-family: helvetica;"">Our consulting experts will deliver location services for Company’s during the following subscription months. Infinity Solution’s consultants will start providing services at Company’s ship to location, company location.  Infinity Solution’s location consultants are required to perform services at Company’s location unless otherwise specified.  Company is required to uphold the </span><i><span style=""font-style: normal;""><span style=""color: black;""><span style=""font-family: helvetica;"">Occupational Safety and Health Act of 1970</span></span></span></i> <i><span style=""""><span style=""color: black;""><span style=""font-family: helvetica;"">(</span></span></span>OSHA)</i> <span style=""font-family: helvetica;"">facility standards and maintain safe conditions for Infinity Solution’s consultants.  Infinity Solution’s Professional Team will be available between the hours of 8:30 AM to 5:30 PM local time.  </span>","All",,"2.0",,,"Draft","a0t1N00000EecicQAB","Standard",,"false",,"false"
"a0i1N0000073NxaQAE","false","USD",,"false",,"<b>Disclaimer.</b> EXCEPT AS EXPRESSLY PROVIDED HEREIN, NEITHER PARTY MAKES ANY WARRANTIES OF ANY KIND, WHETHER EXPRESS, IMPLIED, STATUTORY, OR OTHERWISE, AND EACH PARTY AND THEIR LICENSORS SPECIFICALLY DISCLAIM ALL IMPLIED WARRANTIES, INCLUDING ANY WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, NON-INFRINGEMENT, UNINTERRUPTED OR ERROR-FREE SERVICE, ERROR CORRECTION, AVAILABILITY, ACCURACY, AND ANY AND ALL IMPLIED WARRANTIES ARISING FROM STATUTE, COURSE OF DEALING, COURSE OF PERFORMANCE OR USAGE OF TRADE, TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW.<br> ","All","a0i1N0000073Ny5QAE","7.3",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxAQAU","false","USD",,"true",,"<p><strong>Master Subscription Agreement</strong></p>

<p> </p>

<p>THIS MASTER SUBSCRIPTION AGREEMENT (&quot;AGREEMENT&quot;) GOVERNS YOUR PURCHASE OF SUBSCRIPTIONS TO, AND ONGOING USE OF, INFINITY SOLUTIONS CPQ APPLICATION AND/OR RELATED SERVICES.</p>

<p><span style=""color: inherit; font-size: 0.875rem;"">Yeh</span></p>

<p> </p>

<p><span style=""color: inherit; font-size: 0.875rem;"">BY ACCEPTING THIS AGREEMENT, EITHER BY CLICKING A BOX INDICATING YOUR ACCEPTANCE OR BY EXECUTING AN ORDER FORM THAT REFERENCES THIS AGREEMENT, YOU AGREE TO THE TERMS OF THIS AGREEMENT. IF YOU ARE ENTERING INTO THIS AGREEMENT ON BEHALF OF A COMPANY OR OTHER LEGAL ENTITY, YOU REPRESENT THAT YOU HAVE THE AUTHORITY TO BIND SUCH ENTITY AND ITS AFFILIATES TO THESE TERMS AND CONDITIONS, IN WHICH CASE THE TERMS &quot;YOU&quot; OR &quot;YOUR&quot; SHALL REFER TO SUCH ENTITY AND ITS AFFILIATES. IF YOU DO NOT HAVE SUCH AUTHORITY, OR IF YOU DO NOT AGREE WITH THESE TERMS AND CONDITIONS, YOU MUST NOT ACCEPT THIS AGREEMENT AND MAY NOT USE THE SERVICES.</span></p>

<p> </p>

<p>You may not access the Services if You are Our direct competitor, except with Our prior written consent. In addition, You may not access the Services for purposes of monitoring their availability, performance or functionality, or for any other benchmarking or competitive purposes.</p>

<p> </p>

<p>This Agreement was last updated on March 20, 2014. It is effective between You and Us as of the date of You accepting this Agreement.</p>","All",,"0.9","a0j1N00000BD8ZwQAL","a0i1N0000073NwpQAE","Draft",,"Modified",,"false",,"false"
"a0i1N0000073NxbQAE","false","USD",,"false",,"<b>Third Party Applications.</b> The Services have been built on Salesforce.com cloud-computing platform-as-a-service known as Force.com and run entirely on the Force.com platform. The Services are designed to work with Salesforce.com and with certain other Third-Party Applications made available through Salesforce.com and the Force.com platform. Your use of Third-Party Applications is governed entirely by the terms of Your agreement with Salesforce.com or with the relevant third party. Nothing in this Agreement creates any rights or obligations on Our part with respect to such Third-Party Applications nor should this Agreement be construed as creating any rights or obligations on the part of Salesforce.com or on the part of any third party providing Third-Party Applications with respect to Our Services.<br> ","All","a0i1N0000073Ny5QAE","7.4",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxBQAU","false","USD",,"false",,"<p><b>1. DEFINITIONS</b></p>

<p> </p>

<p> H<b>ey need change here</b></p>

<p><b>&quot;Affiliate&quot; means any entity which directly or indirectly controls, is controlled by, or is under common control with the subject entity.</b></p>

<p> </p>

<p><b>&quot;Control&quot; for purposes of this definition, means direct or indirect ownership or control of more than 50% of the voting interests of the subject entity.</b></p>

<p> </p>

<p><b>&quot;AppExchange&quot; means the online directory of applications that interoperate with the Services, located at http://www.salesforce.com/appexchange or at any successor websites.</b></p>

<p> </p>

<p><b>&quot;Malicious Code&quot; means viruses, worms, time bombs, Trojan horses and other harmful or malicious code, files, scripts, agents or programs.</b></p>

<p> </p>

<p>&quot;Order Form&quot; means the ordering documents for purchases hereunder, including addenda thereto, that are entered into between You and Us from time to time. Order Forms shall be deemed incorporated herein by reference.</p>

<p> </p>

<p>&quot;Services&quot; means the online, Web-based applications and platform provided by Us via http://www.salesforce.com and/or other designated websites as described in the User Guide, that are ordered by You as part of an Order Form, including any associated offline components but excluding Third-Party Applications.</p>

<p> </p>

<p>&quot;Third-Party Applications&quot; means online, Web-based applications and offline software products that are provided by third parties but may be configured to interoperate with the Services, including but not limited to those listed on the AppExchange. &quot;User Guide&quot; means the online user guide for the Service, accessible via http://www.infintysolutions.com, as updated from time to time.</p>

<p> </p>

<p>&quot;Users&quot; means individuals who are authorized by You to use the Services, for whom subscriptions to the Services have been purchased, and who have been supplied user identifications and passwords by You (or by Us at Your request). Users may include but are not limited to Your employees, consultants, contractors, and agents; or third parties with which You transact business.</p>

<p> </p>

<p>&quot;We&quot;, &quot;Us&quot;, or &quot;Our&quot; means Infinity Solutions, Inc.</p>

<p> </p>

<p>&quot;You&quot; or &quot;Your&quot; means the company or other legal entity for which You are accepting this Agreement, and Affiliates of that company or entity.</p>

<p> </p>

<p>&quot;Your Data&quot; means all electronic data or information submitted by You to the Services.</p>","All",,"1.0","a0j1N00000BD9uoQAD","a0i1N0000073NwqQAE","Approved",,"Modified",,"false",,"false"
"a0i1N0000073NxcQAE","false","USD",,"false",,"<b>Indemnification by Us.</b> We shall defend You against any claim, demand, suit, or proceeding (&quot;Claim&quot;) made or brought against You by a third party alleging that the use of the Services as permitted hereunder infringes or misappropriates the intellectual property rights of that third party, and shall indemnify You for any damages finally awarded against You, or those sums agreed to in a monetary settlement of such action, and for reasonable attorney&#39;s fees incurred by You, in connection with any such Claim; provided, that You (a) promptly give Us written notice of the Claim; (b) give Us sole control of the defense and settlement of the Claim (provided that We may not settle any Claim unless the settlement unconditionally releases You of all liability); and (c) provide to Us all reasonable assistance, at Our expense. If the Services become, or in Our reasonable opinion are likely to become, the subject of a Claim, We may, at Our option and expense, either (i) procure for You the right to continue using the allegedly infringing materials; (ii) replace or modify the same so that they become non-infringing; or (iii) terminate Your right to use all or part of the Services and give You a refund or credit for the fees You actually paid to Us for the prior twelve-month period for the relevant Services as of the date of termination. Notwithstanding the foregoing, We will have no obligation of defense or indemnification or otherwise with respect to any Claim based upon (w) any use of the Services not in accordance with this Agreement and the User Guide; (x) a Third-Party Application, (y) any modification of the Services made by or content provided by any person other than Us; (z) any continuation of the allegedly infringing activity after being notified thereof and provided modifications, replacements, or other remedies that would have avoided the alleged infringement.<br> ","All","a0i1N0000073Ny6QAE","8.1",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxCQAU","false","USD",,"false",,"<br>DEFINITIONS<br>&quot;Affiliate&quot; means any entity which directly or indirectly controls, is controlled by, or is under common control with the subject entity.<br><br>&quot;Control&quot; for purposes of this definition, means direct or indirect ownership or control of more than 50% of the voting interests of the subject entity.<br><br>&quot;AppExchange&quot; means the online directory of applications that interoperate with the Services, located at http://www.salesforce.com/appexchange or at any successor websites.<br><br>&quot;Malicious Code&quot; means viruses, worms, time bombs, Trojan horses and other harmful or malicious code, files, scripts, agents or programs.<br><br>&quot;Order Form&quot; means the ordering documents for purchases hereunder, including addenda thereto, that are entered into between You and Us from time to time. Order Forms shall be deemed incorporated herein by reference.<br><br>&quot;Services&quot; means the online, Web-based applications and platform provided by Us via http://www.salesforce.com and/or other designated websites as described in the User Guide, that are ordered by You as part of an Order Form, including any associated offline components but excluding Third-Party Applications.<br><br>&quot;Third-Party Applications&quot; means online, Web-based applications and offline software products that are provided by third parties but may be configured to interoperate with the Services, including but not limited to those listed on the AppExchange. &quot;User Guide&quot; means the online user guide for the Service, accessible via http://www.infintysolutions.com, as updated from time to time.<br><br>&quot;Users&quot; means individuals who are authorized by You to use the Services, for whom subscriptions to the Services have been purchased, and who have been supplied user identifications and passwords by You (or by Us at Your request). Users may include but are not limited to Your employees, consultants, contractors, and agents; or third parties with which You transact business.<br><br>&quot;We&quot;, &quot;Us&quot;, or &quot;Our&quot; means Infinity Solutions, Inc.<br><br>&quot;You&quot; or &quot;Your&quot; means the company or other legal entity for which You are accepting this Agreement, and Affiliates of that company or entity.<br><br>&quot;Your Data&quot; means all electronic data or information submitted by You to the Services.","All",,"1.0",,,"In Review","a0t1N00000EecidQAB","Standard",,"true",,"false"
"a0i1N0000073NxdQAE","false","USD",,"false",,"<b>Indemnification by You. </b>You shall defend Us against any Claim made or brought against Us by a third party alleging that Your Data, or Your use of the Services in violation of this Agreement, infringes or misappropriates the intellectual property rights of that third party or violates applicable law, and shall indemnify Us for any damages finally awarded against Us, or those sums agreed to in a monetary settlement of such action, and for reasonable attorney&#39;s fees incurred by Us, in connection with any such Claim; provided, that We (a) promptly give You written notice of the Claim; (b) give You sole control of the defense and settlement of the Claim (provided that You may not settle any Claim unless the settlement unconditionally release Us of all liability); and (c) provide to You all reasonable assistance, at Your expense.<br> ","All","a0i1N0000073Ny6QAE","8.2",,,"Approved",,"Standard",,"true",,"false"
"a0i1N0000073NxDQAU","false","USD",,"false",,"<b>SERVICES</b><br> ","All",,"2.0",,,"In Review","a0t1N00000EecidQAB","Standard",,"true",,"false"
"a0i1N0000073NxeQAE","false","USD",,"false",,"<b>Exclusive Remedy. </b>This Section 8 (Mutual Indemnification) states the indemnifying party&#39;s sole liability to, and the indemnified partys exclusive remedy against, the other party for any type of Claim described in this Section.<br> ","All","a0i1N0000073Ny6QAE","8.3",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxEQAU","false","USD",,"false",,"<b>Provision of Services.</b> We shall make the Services available to You pursuant to this Agreement and the relevant Order Forms during a subscription term and your timely payment of all applicable fees. You agree that Your purchases hereunder are neither contingent on the delivery of any future functionality or features nor dependent on any oral or written public comments made by Us regarding future functionality or features.<br> ","All","a0i1N0000073NxDQAU","2.1",,,"Approved","a0t1N00000EecidQAB","Standard",,"true",,"false"
"a0i1N0000073NxfQAE","false","USD",,"false",,"<b>Limitation of Liability.</b> EXCEPT FOR A PARTY&#39;S INDEMNIFICATION OBLIGATIONS UNDER SECTION 8 (MUTUAL INDEMNIFICATION), IN NO EVENT SHALL EITHER PARTY&#39;S AGGREGATE LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT, WHETHER IN CONTRACT, TORT OR UNDER ANY OTHER THEORY OF LIABILITY, EXCEED THE TOTAL AMOUNT PAID BY YOU HEREUNDER OR, WITH RESPECT TO ANY SINGLE INCIDENT, THE LESSER OF $20,000 OR THE AMOUNT PAID BY YOU HEREUNDER IN THE 12 MONTHS PRECEDING THE INCIDENT. THE FOREGOING SHALL NOT LIMIT YOUR PAYMENT OBLIGATIONS UNDER SECTION 4 (FEES AND PAYMENT FOR SERVICES).<br> ","All","a0i1N0000073Ny7QAE","9.1",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxFQAU","false","USD",,"false",,"<b>User Subscriptions.</b> Unless otherwise specified in the applicable Order Form, (i) Services are purchased as User subscriptions and may be accessed by no more than the specified number of Users, (ii) additional User subscriptions may be added during the subscription term by signing an additional Order Form and paying the additional fees for such additional User subscriptions, prorated to reflect the effective date of the Order Form under which they are purchased, and (iii) the added User subscriptions shall terminate on the same date as the pre-existing subscriptions. User subscriptions are for designated Users and cannot be shared or used by more than one User but may be reassigned to new Users replacing former Users who no longer require ongoing use of the Services.<br> ","All","a0i1N0000073NxDQAU","2.2",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxgQAE","false","USD",,"false",,"<b>Exclusion of Consequential and Related Values.</b> IN NO EVENT SHALL EITHER PARTY HAVE ANY LIABILITY TO THE OTHER PARTY FOR ANY LOST PROFITS OR REVENUES OR FOR ANY INDIRECT, SPECIAL, INCIDENTAL, CONSEQUENTIAL, COVER, OR PUNITIVE DAMAGES HOWEVER CAUSED, WHETHER IN CONTRACT, TORT, OR UNDER ANY OTHER THEORY OF LIABILITY, AND WHETHER OR NOT THE PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES. THE FOREGOING DISCLAIMER SHALL NOT APPLY TO THE EXTENT PROHIBITED BY APPLICABLE LAW.<br> ","All","a0i1N0000073Ny7QAE","9.2",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxGQAU","false","USD",,"false",,"<p><b>Product Specific Services.</b> Unless otherwise specified in the applicable Order Form, certain application features are governed by the following terms and conditions:<br> </p>","Any","a0i1N0000073NxDQAU","2.3",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxhQAE","false","USD",,"false",,"<b>Term of User Subscriptions.</b> User subscriptions purchased by You commence on the start date specified in the applicable Order Form and continue for the subscription term specified therein. Except as otherwise specified in the applicable Order Form, all User subscriptions shall automatically renew for additional periods equal to the expiring subscription term, unless either party gives the other notice of non-renewal at least 30 days before the end of the relevant subscription term. The per-subscription pricing during any such renewal term shall be the same as that during the immediately preceding term unless We have given You written notice of a pricing increase at least 30 days before the end of such immediately preceding term, in which case the pricing increase shall be effective upon renewal and thereafter.<br> ","All","a0i1N0000073Ny8QAE","10.1",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxHQAU","false","USD",,"false",,"<b>Our Responsibilities.</b> In addition to providing the Services as described in Section 2.1, We shall provide You with basic support, in accordance with Our then-current support policy for the Services, during the applicable subscription term. The current version of the support policies can be found at http://www.infinitysolutions.com/support-policies. You acknowledge that availability of the Services depends upon the availability of Salesforce.com and the Force.com platform and that We have no control over such availability. Accordingly, We make no representations, warranties, or covenants regarding the availability of the Services to the extent that such availability depends upon the availability of Salesforce.com and the Force.com platform.<br> ","All","a0i1N0000073Ny1QAE","3.1",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxiQAE","false","USD",,"false",,"<b>Termination for Cause.</b> A party may terminate this Agreement for cause: (a) upon 30 days written notice to the other party of a material breach if such breach remains uncured at the expiration of such period or (b) immediately upon written notice if the other party becomes the subject of a petition in bankruptcy or any other proceeding relating to insolvency, receivership, liquidation, or assignment for the benefit of creditors. In addition, We may terminate this Agreement should the agreement between Us and Salesforce.com, which permits the provision of the Services through the Force.com platform, terminate or expire for any reason.<br> ","All","a0i1N0000073Ny8QAE","10.2",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxIQAU","false","USD",,"false",,"<b>Your Responsibilities.</b> You shall (a) be responsible for Users&#39; compliance with this Agreement, (b) be solely responsible for the accuracy, quality, integrity, and legality of Your Data and of the means by which You acquired Your Data, (c) use commercially reasonable efforts to prevent unauthorized access to or use of the Services, and notify Us promptly of any such unauthorized access or use, and (d) use the Services only in accordance with the User Guide and applicable laws and government regulations. You shall not (u) make the Services available to anyone other than Users, (v) sell, resell, rent or lease the Services, (w) use the Services to store or transmit infringing, libelous, or otherwise unlawful or tortious material, or to store or transmit material in violation of third-party privacy rights, (x) use the Services to store or transmit Malicious Code, (y) interfere with or disrupt the integrity or performance of the Services or third-party data contained therein, or (z) attempt to gain unauthorized access to the Services or their related systems or networks.<br> ","All","a0i1N0000073Ny1QAE","3.2",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxjQAE","false","USD",,"false",,"<b>Refund of Payment Upon Termination.</b> Upon any termination for cause by You, We shall refund You any prepaid fees covering the remainder of the term of all subscriptions after the effective date of termination. Upon any termination for cause by Us, You shall pay any unpaid fees covering the remainder of the term of all Order Forms after the effective date of termination. In no event shall any termination relieve You of the obligation to pay any fees payable to Us for the period prior to the effective date of termination.<br> ","All","a0i1N0000073Ny8QAE","10.3",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxJQAU","false","USD",,"false",,"<b>Your Data</b>. The Services access and process Your Data in order to generate reports, quotes, analyses, documents, and/or results. If You choose to save such output, it will be saved as Your Data in Your account at Salesforce.com. However, Your ability to recreate or duplicate such output will cease upon expiration or termination of this Agreement. We have no control over (and, accordingly, make no representations, warranties, or covenants regarding) the storage, accessibility, or protection of Your Data by Salesforce.com or any other providers with whom You may store Your Data or whose services are required for the storage, accessibility, or protection of Your Data. We will not access Your Data except (a) as necessary to provide the Services; (b) at Your request, to provide technical support or to assist in the implementation or configuration of the Services; or (c) as compelled by law in accordance with Section 6.4 (Compelled Disclosure).<br> ","All","a0i1N0000073Ny1QAE","3.3",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxkQAE","false","USD",,"false",,"<b>Surviving Provisions.</b> Section 4 (Fees and Payment for Services), 5 (Proprietary Rights), 6 (Confidentiality), 7.3 (Disclaimer), 8 (Mutual Indemnification), 9 (Limitation of Liability), 10.4 (Refund or Payment upon Termination), 10 (Term and Termination), and 11 (General Provisions) shall survive any termination or expiration of this Agreement.","All","a0i1N0000073Ny8QAE","10.4",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxKQAU","false","USD",,"false",,"<b>User Fees</b>. You shall pay all fees specified in all Order Forms hereunder. Except as otherwise specified herein or in an Order Form, (a) fees are quoted and payable in United States dollars, (b) fees are based on services purchased and not actual usage, (c) payment obligations are non-cancellable and fees paid are non-refundable, and (d) the number of User subscriptions purchased cannot be decreased during the relevant subscription term stated on the Order Form. User subscription fees are based on annual periods that begin on the subscription start date and each year anniversary thereof; fees for User subscriptions added in the middle of a yearly period will be prorated based on the month in which they are added and thereafter will be charge for the full yearly periods remaining in the subscription term.<br> ","Any","a0i1N0000073Ny2QAE","4.1",,,"In Review",,"Standard",,"false",,"false"
"a0i1N0000073NxlQAE","false","USD",,"false",,"<b>Notices.</b> Except as otherwise specified in this Agreement, all notices, permissions, and approvals hereunder shall be in writing and shall be deemed to have been given upon: (a) personal delivery, (b) the second business day after mailing, (c) the second business day after sending by confirmed facsimile, or (d) the first business day after sending by email (provided email shall not be sufficient for notices of termination or an indemnifiable claim). Notices to You shall be addressed to the system administrator designated by You for Your relevant Services account, and in the case of billing-related notices, to the relevant billing contact designated by You.<br> ","All","a0i1N0000073Ny9QAE","11.1",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxLQAU","false","USD",,"false",,"<b>Invoicing and Payment.</b> Fees will be invoiced in advance and otherwise in accordance with the relevant Order Form. Unless otherwise stated in the Order Form, fees are due {!quote.SBQQ__PaymentTerms__c} days from the invoice date. You are responsible for maintaining complete and accurate billing and contact information with Us, as well as for payment of any fees or charges associated with Your payment, other than those charged by Our bank.","All","a0i1N0000073Ny2QAE","4.2",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxmQAE","false","USD",,"false",,"<b>Governing Law and Jurisdiction; Waiver of Jury Trial.</b> This Agreement shall be governed exclusively by the substantive and procedural laws of the {!quote.Governing_Law__c}, without regard to its conflicts of laws rules. The state and federal courts located in Santa Clara County, California shall have exclusive jurisdiction to adjudicate any dispute arising out of or relating to this Agreement. Each party hereby consents to the exclusive jurisdiction and venue of such courts. The Uniform Computer Information Transactions Act does not apply to this Agreement or to orders placed under it. Each party also hereby waives any right to jury trial in connection with any action or litigation in any way arising out of or related to this Agreement.<br> ","All","a0i1N0000073Ny9QAE","11.2",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxMQAU","false","USD",,"false",,"<b>Overdue Charges. </b>If any fees are not received from You by the due date, then at Our discretion, (a) such fees may accrue late interest at the rate of 1.5% of the outstanding balance per month, or the maximum rate permitted by law, whichever is lower, from the date such payment was due until the date paid and/or (b) We may condition future subscriptions on payment terms shorter than those specified in Section 4.2 (Invoicing and Payment).","All","a0i1N0000073Ny2QAE","4.3",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxnQAE","false","USD",,"false",,"<b>Export Compliance.</b> Each party shall comply with the export laws and regulations of the United States and other applicable jurisdictions in providing and using the Services. Without limiting the foregoing, (a) each party represents that it is not named on any U.S. government list of persons or entities prohibited from receiving exports and (b) You shall not permit Users to access or use the Services in violation of any U.S. export embargo, prohibition, or restriction.<br> ","All","a0i1N0000073Ny9QAE","11.3",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxNQAU","false","USD",,"false",,"<b>Suspension of Services. </b>If any amount owing by You under this Agreement for the Services is 30 or more days overdue, We may, without limiting Our other rights and remedies, suspend Your access to the Services until such amounts are paid in full.<br> ","All","a0i1N0000073Ny2QAE","4.4",,,"In Review",,"Standard",,"true",,"false"
"a0i1N0000073NxoQAE","false","USD",,"false",,"<b>Relationship of the Parties.</b> The parties are independent contractors. This Agreement does not create a partnership, franchise, joint venture, agency, fiduciary, or employment relationship between the parties.<br> ","All","a0i1N0000073Ny9QAE","11.4",,,"In Review",,"Standard",,"true",,"false"
