"Id","Name","ProductCode","Description","IsActive","Family","CurrencyIsoCode","ExternalDataSourceId","ExternalId","DisplayUrl","QuantityUnitOfMeasure","IsDeleted","IsArchived","StockKeepingUnit","SBQQ__AssetConversion__c","SBQQ__BatchQuantity__c","SBQQ__BlockPricingField__c","SBQQ__Component__c","SBQQ__CompoundDiscountRate__c","SBQQ__ConfigurationEvent__c","SBQQ__ConfigurationFieldSet__c","SBQQ__ConfigurationFields__c","SBQQ__ConfigurationFormTitle__c","SBQQ__ConfigurationType__c","SBQQ__ConfigurationValidator__c","SBQQ__ConfiguredCodePattern__c","SBQQ__ConfiguredDescriptionPattern__c","SBQQ__CostEditable__c","SBQQ__CostSchedule__c","SBQQ__CustomConfigurationPage__c","SBQQ__CustomConfigurationRequired__c","SBQQ__CustomerCommunityAvailability__c","SBQQ__DefaultPricingTable__c","SBQQ__DefaultQuantity__c","SBQQ__DescriptionLocked__c","SBQQ__DiscountCategory__c","SBQQ__DiscountSchedule__c","SBQQ__DynamicPricingConstraint__c","SBQQ__ExcludeFromMaintenance__c","SBQQ__ExcludeFromOpportunity__c","SBQQ__GenerateContractedPrice__c","SBQQ__HasConfigurationAttributes__c","SBQQ__Hidden__c","SBQQ__HidePriceInSearchResults__c","SBQQ__IncludeInMaintenance__c","SBQQ__NewQuoteGroup__c","SBQQ__NonDiscountable__c","SBQQ__NonPartnerDiscountable__c","SBQQ__OptionLayout__c","SBQQ__OptionSelectionMethod__c","SBQQ__Optional__c","SBQQ__PriceEditable__c","SBQQ__PricingMethodEditable__c","SBQQ__PricingMethod__c","SBQQ__ProductPictureID__c","SBQQ__QuantityEditable__c","SBQQ__QuantityScale__c","SBQQ__ReconfigurationDisabled__c","SBQQ__RenewalProduct__c","SBQQ__SortOrder__c","SBQQ__Specifications__c","SBQQ__SubscriptionBase__c","SBQQ__SubscriptionCategory__c","SBQQ__SubscriptionPercent__c","SBQQ__SubscriptionPricing__c","SBQQ__SubscriptionTarget__c","SBQQ__SubscriptionTerm__c","SBQQ__SubscriptionType__c","SBQQ__Taxable__c","SBQQ__TermDiscountLevel__c","SBQQ__TermDiscountSchedule__c","SBQQ__UpgradeCredit__c","SBQQ__UpgradeSource__c","SBQQ__UpgradeTarget__c","Product_Line__c","U_s_Occupied__c","Configuration__c","Custom_Product__c","SBQQ__AssetAmendmentBehavior__c","SBQQ__BillingFrequency__c","IsServer__c","IsCustomProduct__c","Product_Type__c","Business_Solution__c","Deployment_Options__c","SBQQ__BillingType__c","SBQQ__ChargeType__c","Server_Replacements__c","Commercial_Segment__c","SBQQ__ExternallyConfigurable__c","Help__c","Help_Text__c","help_link__c","Length__c","SBQQ__TaxCode__c","SBQQ__UpgradeRatio__c","Manager_Discount_Threshold__c","Finance_Discount_Threshold__c"
"01t1N00000EURL5QAP","Rack PDU 20A, 120V L5-20 input 5-20 output","PDU-2022","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURL6QAP","Rack PDU 30A, 120V L5-20 input 5-20 output","PDU-2023","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURL7QAP","Rack PDU 15A, 120V L5-20 input 5-20 output","PDU-2024","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURL8QAP","L5-20 Input Power Cable 12'","CMPC-5891","The 12' Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,"Power Cables",,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,"12.0",,,"15.0","25.0"
"01t1N00000EURL9QAP","L5-20 Input Power Cable 8'","CMPC-5892","The 8' Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,"Power Cables",,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,"8.0",,,"15.0","25.0"
"01t1N00000EURLAQA5","Vertical Cable Organizer, 8 Cable Rings","CMPC-5882","These accessories offer the proper cable management options to meet varying needs.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLaQAP","Cable Containment Brackets","CMPC-5884","These accessories offer the proper cable management options to meet varying needs.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLBQA5","Maxspace TX Bolt-Down Kit","BSSA-4304","Mounting hardware includes light and heavy-duty shelves, bolt-down brackets, stabilization plates, grounding kits, keyboard drawers, mounting rails, brackets, and associated hardware.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLbQAP","Maxspace TX 600mm/750mm Stabalizer Plate","BSSA-4303","Mounting hardware includes light and heavy-duty shelves, bolt-down brackets, stabilization plates, grounding kits, keyboard drawers, mounting rails, brackets, and associated hardware.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLCQA5","vSphere Standard","VMW-S","vSphere Standard provides an entry solution for basic consolidation of applications to slash hardware costs while accelerating application deployment.","true","Software","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Software",,,,,"Renewable","false",,,,,,,,,"false","Allow Refund",,"false","false","Software",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"20.0","30.0"
"01t1N00000EURLcQAP","Rack PDU 20A, 230V C20 input C19 output","PDU-2025","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLDQA5","Dell PowerEdge Server Pro","H-SVR-DELL","Experience enterprise-class features in the rack-optimized Dell PowerEdge Intel Xeon processor server ideal for your core business applications.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","false",,"Always",,,,"Required",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Sections","Click","false","false","true","List",,"true",,"false",,,,"List",,,,,,"Renewable","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware","Manage Time and Expenses",,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLdQAP","Windows Server Datacenter - Onetime License","WIN SDATA-OT","Windows Server Datacenter edition is designed for organizations with large workloads and heavily virtualized server environments.","true","Software","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Software",,,,,"Renewable","false",,,,,,"Operating System",,,"false","Allow Refund",,"false","false","Software",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"20.0","30.0"
"01t1N00000EURLEQA5","Rack PDU 10A 230V C20 input C19 output","PDU-2026","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLeQAP","Red Hat Enterprise Linux","REDHAT","Red Hat Enterprise Linux delivers military-grade security, 99.999% uptime, support for business-critical workloads.","true","Software","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Software",,,,,"Renewable","false",,,,,,"Operating System",,,"false","Allow Refund",,"false","false","Software",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"20.0","30.0"
"01t1N00000EURLFQA5","C19 to C20 Power Cable 3'","CMPC-5889","The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,"Power Cables",,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,"3.0",,,"15.0","25.0"
"01t1N00000EURLfQAP","Lenovo ThinkServer","H-SVR-LENO","The Lenovo ThinkServer tower servers provide the performance, reliability and easy-to-use tools to power your file/print and point-of-sale workloads.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","false",,"Always",,,,"Required",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Sections","Click","false","false","true","List",,"true",,"false",,,,"List",,,,,,"Renewable","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLGQA5","Windows Server R2 2012","WIN S2012","Windows Server 2012 R2 brings our experience delivering global-scale cloud services into your infrastructure","true","Software","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Software",,,,,"Renewable","false",,,,,,"Operating System",,,"false","Allow Refund",,"false","false","Software",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"20.0","30.0"
"01t1N00000EURLgQAP","Rack PDU 16A 230V C20 input C13 output","PDU-2027","Basic Rack Power Distribution Unit allows users to distribute power outlets to rack-mount equipment.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLHQA5","Module Extension Engineer","SV-MEE","Our certified Module Extension Engineers specialize in configuring and customizing the additional modules to a client's specifications, and work closely with the Core System Engineers.","true","Services","USD",,,,,"false","false",,,,"Quantity","true",,,,,,,,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","true","false",,"Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"Renewable","false",,,,,,,,,"false","Allow Refund",,"false","false","Professional Services",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"10.0","20.0"
"01t1N00000EURLhQAP","C19 to C20 Power Cable 5'","CMPC-5890","The Power Cord is designed to provide ideal electrical connectivity to your equipments. It operates at 250-Volt voltage range.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,"Power Cables",,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,"5.0",,,"15.0","25.0"
"01t1N00000EURLIQA5","Intel Xeon E5-2683 v4 2.1GHz,40M Cache,9.60GT/s QPI,Turbo,HT,16C/32T (120W)","INTEL E5-2683","Designed for software defined infrastructure supercharged for efficiency, performance, and agile services delivery across cloud-native and traditional applications.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLiQAP","1TB 7.2k RPM NLSAS 12Gps 3.5 in","HD 1TB","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLJQA5","8TB 7.2k RPM NLSAS 12Gps 3.5 in","HD 8TB","Industry-leading rotational vibration tolerance design helps ensure consistent performance in dense multi-drive systems","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLjQAP","T&E Suite Time and Expense User License (Custom Segments)","S-TE-USER-CUSTOM","Subscription for one (1) Time and Expense user.","true","Software","USD",,,,,"false","false",,"One per quote line",,"Quantity","false",,,,,,,,,,"false",,,"false",,"Standard","1.0","false",,,,"false","false",,"false","false","false","false","false","false","false",,"Click","false","false","false","List",,"true",,"false",,,,"List",,,"Fixed Price",,"1.0","Renewable","false",,,,,,"License",,,"false","Default","Monthly","false","false","Software","Manage Time and Expenses",,"Advance","Recurring",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"20.0","30.0"
"01t1N00000EURLKQA5","Tooless Cable Management Rings (Qty 10)","CMPC-5881","These accessories offer the proper cable management options to meet varying needs.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLkQAP","Silver Hardware Maintenance","SUPP-1000","System maintenance, administration, and configuration performed by a certified technician. 15% of hardware.","true","Services","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,"Standard","1.0","false",,,,"true","false",,"false","false","false","false","false","true","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"Net","Hardware","15.0","Percent Of Total",,"12.0","Renewable","false","Line",,,,,,,,"false",,"Annual","false","false","Hardware Maintenance",,,"Advance","Recurring",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"10.0","20.0"
"01t1N00000EURLLQA5","Roof Fan Tray 750mm - 208V","BSSA-4308","Roof Fan Tray promotes bottom to top airflow for an enclosure in zero U of space. It cools by exhausting heat out of the roof of the rack.","true","Hardware","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Hardware",,,,,"One-time","false",,,,,,,,,"false","Allow Refund",,"false","false","Hardware",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"15.0","25.0"
"01t1N00000EURLlQAP","Software Maintenance","SUPP-2000","Upgrade, Bug Fixes, and Patched for Perpetual Licenses.
Early Access to BETA Releases. Upgrade and Patch Assistance. 20% of Licensing","true","Services","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,"Standard","1.0","false",,,,"true","false",,"false","false","false","false","false","true","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"Net","Software","20.0","Percent Of Total",,"12.0","Renewable","false","Line",,,,,,,,"false",,"Annual","false","false","Software Maintenance",,,"Advance","Recurring",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"10.0","20.0"
"01t1N00000EURLMQA5","Installation and Assembly of a Maxspace Rack","INST-1000","Installation and Assembly by a Infinity Solution Certified techniction","true","Services","USD",,,,,"false","false",,,,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","false","false","Tabs","Click","false","true","false","List",,"true",,"false",,,,"List",,,,,,"Renewable","false",,,,,,,,,"false","Allow Refund",,"false","false","Professional Services",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"10.0","20.0"
"01t1N00000EURLmQAP","T&E Suite Time and Expense User License","S-TE-USER","Subscription for one (1) Time and Expense user.","true","Software","USD",,,,,"false","false",,"One per quote line",,"Quantity","false",,,,,,,,,,"false",,,"false",,"Standard","1.0","false",,,,"false","false",,"false","false","false","false","false","false","false",,"Click","false","false","false","List",,"true",,"false",,,,"List",,,"Fixed Price",,"1.0","Renewable","false",,,,,,"License",,,"false",,"Monthly","false","false","Software",,,"Advance","Recurring",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"20.0","30.0"
"01t1N00000EURLNQA5","Quick Start Enablement","SV-QSE","Basic Consulting package for implementation managed by 3rd party SI/Partner on Fixed Fee basis.","true","Services","USD",,,,,"false","false",,,,"Quantity","false",,,,,,,,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","true","false",,"Click","false","false","false","List",,"true",,"false",,,,"List",,,,,,"Renewable","false",,,,,,,,,"false","Allow Refund",,"false","false","Professional Services",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"10.0","20.0"
"01t1N00000EURLnQAP","Gold Hardware Maintenance","SUPP-1005","System maintenance, administration, and configuration performed by a certified technician. Also includes 24x7 phone service and monthly on-site check-ups. 20% of hardware.","true","Services","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,"Standard","1.0","false",,,,"true","false",,"false","false","false","false","false","true","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"Net","Hardware","20.0","Percent Of Total",,"12.0","Renewable","false","Line",,,,,,,,"false",,"Annual","false","false","Hardware Maintenance",,,"Advance","Recurring",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"10.0","20.0"
"01t1N00000EURLOQA5","Professional Services Scope of Work","SV-SOW","Implementation managed by in-house professional services with an agreed upon scope of work.","true","Services","USD",,,,,"false","false",,,,"Quantity","false",,,,,,,,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","false","false","true","false",,"Click","false","true","false","List",,"true",,"false",,,,"List",,,,,,"Renewable","false",,,,,,,,,"false","Allow Refund",,"false","false","Professional Services",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"10.0","20.0"
"01t1N00000EURLoQAP","T&E Suite Finance and Reporting License","S-TE-FR","Subscription for one (1) Finance and Reporting user.","true","Software","USD",,,,,"false","false",,"One per quote line",,"Quantity","false",,,,,,,,,,"false",,,"false",,"Standard","1.0","false",,,,"false","false",,"false","false","false","false","false","false","false",,"Click","false","false","false","List",,"true",,"false",,,,"List",,,"Fixed Price",,"1.0","Renewable","false",,,,,,"License",,,"false",,"Monthly","false","false","Software",,,"Advance","Recurring",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"20.0","30.0"
"01t1N00000EURLPQA5","vSphere Enterprise","VMW-E","vSphere Enterprise includes the full range of vSphere features for transforming datacenters into dramatically simplified cloud computing environments providing the next generation of flexible, reliable IT services.","true","Software","USD",,,,,"false","false",,"One per quote line",,"Quantity","true",,,,,,"Disabled",,,,"false",,,"false",,,"1.0","false",,,,"false","false",,"false","false","false","true","false","false","false","Tabs","Click","false","false","false","List",,"true",,"false",,,,"List","Software",,,,,"Renewable","false",,,,,,,,,"false","Allow Refund",,"false","false","Software",,,,"One-Time",,,"false","<a href="" "" target=""blank""><img src=""/img/icon/livechattranscript32.png"" alt=""Help"" style=""height:32px; width:32px;"" border=""0""/></a>",,,,,,"20.0","30.0"
